id,name,province_id,district_id
9592,Xã Đường Lâm,1,269
9595,Phường Viên Sơn,1,269
9598,Xã Xuân Sơn,1,269
9601,Phường Trung Hưng,1,269
9604,Xã Thanh Mỹ,1,269
9607,Phường Trung Sơn Trầm,1,269
9610,Xã Kim Sơn,1,269
9613,Xã Sơn Đông,1,269
9616,Xã Cổ Đông,1,269
9619,Thị trấn Tây Đằng,1,271
9625,Xã Phú Cường,1,271
9628,Xã Cổ Đô,1,271
9631,Xã Tản Hồng,1,271
9634,Xã Vạn Thắng,1,271
9637,Xã Châu Sơn,1,271
9640,Xã Phong Vân,1,271
9643,Xã Phú Đông,1,271
9646,Xã Phú Phương,1,271
9649,Xã Phú Châu,1,271
9652,Xã Thái Hòa,1,271
9655,Xã Đồng Thái,1,271
9658,Xã Phú Sơn,1,271
9661,Xã Minh Châu,1,271
9664,Xã Vật Lại,1,271
9667,Xã Chu Minh,1,271
9670,Xã Tòng Bạt,1,271
9673,Xã Cẩm Lĩnh,1,271
9676,Xã Sơn Đà,1,271
9679,Xã Đông Quang,1,271
9682,Xã Tiên Phong,1,271
9685,Xã Thụy An,1,271
9688,Xã Cam Thượng,1,271
9691,Xã Thuần Mỹ,1,271
9694,Xã Tản Lĩnh,1,271
9697,Xã Ba Trại,1,271
9700,Xã Minh Quang,1,271
9703,Xã Ba Vì,1,271
9706,Xã Vân Hòa,1,271
9709,Xã Yên Bài,1,271
9712,Xã Khánh Thượng,1,271
9715,Thị trấn Phúc Thọ,1,272
9718,Xã Vân Hà,1,272
9721,Xã Vân Phúc,1,272
9724,Xã Vân Nam,1,272
9727,Xã Xuân Đình,1,272
9733,Xã Sen Phương,1,272
9739,Xã Võng Xuyên,1,272
9742,Xã Thọ Lộc,1,272
9745,Xã Long Xuyên,1,272
9748,Xã Thượng Cốc,1,272
9751,Xã Hát Môn,1,272
9754,Xã Tích Giang,1,272
9757,Xã Thanh Đa,1,272
9760,Xã Trạch Mỹ Lộc,1,272
9763,Xã Phúc Hòa,1,272
9766,Xã Ngọc Tảo,1,272
9769,Xã Phụng Thượng,1,272
9772,Xã Tam Thuấn,1,272
9775,Xã Tam Hiệp,1,272
9778,Xã Hiệp Thuận,1,272
9781,Xã Liên Hiệp,1,272
9784,Thị trấn Phùng,1,273
9787,Xã Trung Châu,1,273
9790,Xã Thọ An,1,273
9793,Xã Thọ Xuân,1,273
9796,Xã Hồng Hà,1,273
9799,Xã Liên Hồng,1,273
9802,Xã Liên Hà,1,273
9805,Xã Hạ Mỗ,1,273
9808,Xã Liên Trung,1,273
9811,Xã Phương Đình,1,273
9814,Xã Thượng Mỗ,1,273
9817,Xã Tân Hội,1,273
9820,Xã Tân Lập,1,273
9823,Xã Đan Phượng,1,273
9826,Xã Đồng Tháp,1,273
9829,Xã Song Phượng,1,273
9832,Thị trấn Trạm Trôi,1,274
9835,Xã Đức Thượng,1,274
9838,Xã Minh Khai,1,274
9841,Xã Dương Liễu,1,274
9844,Xã Di Trạch,1,274
9847,Xã Đức Giang,1,274
9850,Xã Cát Quế,1,274
9853,Xã Kim Chung,1,274
9856,Xã Yên Sở,1,274
9859,Xã Sơn Đồng,1,274
9862,Xã Vân Canh,1,274
9865,Xã Đắc Sở,1,274
9868,Xã Lại Yên,1,274
9871,Xã Tiền Yên,1,274
9874,Xã Song Phương,1,274
9877,Xã An Khánh,1,274
9880,Xã An Thượng,1,274
9883,Xã Vân Côn,1,274
9889,Xã La Phù,1,274
9892,Xã Đông La,1,274
4939,Xã Đông Xuân,1,275
9895,Thị trấn Quốc Oai,1,275
9898,Xã Sài Sơn,1,275
9901,Xã Phượng Cách,1,275
9904,Xã Yên Sơn,1,275
9907,Xã Ngọc Liệp,1,275
9910,Xã Ngọc Mỹ,1,275
9913,Xã Liệp Tuyết,1,275
9916,Xã Thạch Thán,1,275
9919,Xã Đồng Quang,1,275
9922,Xã Phú Cát,1,275
9925,Xã Tuyết Nghĩa,1,275
9928,Xã Nghĩa Hương,1,275
9931,Xã Cộng Hòa,1,275
9934,Xã Tân Phú,1,275
9937,Xã Đại Thành,1,275
9940,Xã Phú Mãn,1,275
9943,Xã Cấn Hữu,1,275
9946,Xã Tân Hòa,1,275
9949,Xã Hòa Thạch,1,275
9952,Xã Đông Yên,1,275
4927,Xã Yên Trung,1,276
4930,Xã Yên Bình,1,276
4936,Xã Tiến Xuân,1,276
9955,Thị trấn Liên Quan,1,276
9958,Xã Đại Đồng,1,276
9961,Xã Cẩm Yên,1,276
9964,Xã Lại Thượng,1,276
9967,Xã Phú Kim,1,276
9970,Xã Hương Ngải,1,276
9973,Xã Canh Nậu,1,276
9976,Xã Kim Quan,1,276
9979,Xã Dị Nậu,1,276
9982,Xã Bình Yên,1,276
9985,Xã Chàng Sơn,1,276
9988,Xã Thạch Hoà,1,276
9991,Xã Cần Kiệm,1,276
9994,Xã Hữu Bằng,1,276
9997,Xã Phùng Xá,1,276
10000,Xã Tân Xã,1,276
10003,Xã Thạch Xá,1,276
10006,Xã Bình Phú,1,276
10009,Xã Hạ Bằng,1,276
10012,Xã Đồng Trúc,1,276
10015,Thị trấn Chúc Sơn,1,277
10018,Thị trấn Xuân Mai,1,277
10021,Xã Phụng Châu,1,277
10024,Xã Tiên Phương,1,277
10027,Xã Đông Sơn,1,277
10030,Xã Đông Phương Yên,1,277
10033,Xã Phú Nghĩa,1,277
10039,Xã Trường Yên,1,277
10042,Xã Ngọc Hòa,1,277
10045,Xã Thủy Xuân Tiên,1,277
10048,Xã Thanh Bình,1,277
10051,Xã Trung Hòa,1,277
10054,Xã Đại Yên,1,277
10057,Xã Thụy Hương,1,277
10060,Xã Tốt Động,1,277
10063,Xã Lam Điền,1,277
10066,Xã Tân Tiến,1,277
10069,Xã Nam Phương Tiến,1,277
10072,Xã Hợp Đồng,1,277
10075,Xã Hoàng Văn Thụ,1,277
10078,Xã Hoàng Diệu,1,277
10081,Xã Hữu Văn,1,277
10084,Xã Quảng Bị,1,277
10087,Xã Mỹ Lương,1,277
10090,Xã Thượng Vực,1,277
10093,Xã Hồng Phong,1,277
10096,Xã Đồng Phú,1,277
10099,Xã Trần Phú,1,277
10102,Xã Văn Võ,1,277
10105,Xã Đồng Lạc,1,277
10108,Xã Hòa Chính,1,277
10111,Xã Phú Nam An,1,277
10114,Thị trấn Kim Bài,1,278
10120,Xã Cự Khê,1,278
10126,Xã Bích Hòa,1,278
10129,Xã Mỹ Hưng,1,278
10132,Xã Cao Viên,1,278
10135,Xã Bình Minh,1,278
10138,Xã Tam Hưng,1,278
10141,Xã Thanh Cao,1,278
10144,Xã Thanh Thùy,1,278
10147,Xã Thanh Mai,1,278
10150,Xã Thanh Văn,1,278
10153,Xã Đỗ Động,1,278
10156,Xã Kim An,1,278
10159,Xã Kim Thư,1,278
10162,Xã Phương Trung,1,278
10165,Xã Tân Ước,1,278
10168,Xã Dân Hòa,1,278
10171,Xã Liên Châu,1,278
10174,Xã Cao Dương,1,278
10177,Xã Xuân Dương,1,278
10180,Xã Hồng Dương,1,278
10183,Thị trấn Thường Tín,1,279
10186,Xã Ninh Sở,1,279
10189,Xã Nhị Khê,1,279
10192,Xã Duyên Thái,1,279
10195,Xã Khánh Hà,1,279
10198,Xã Hòa Bình,1,279
10201,Xã Văn Bình,1,279
10204,Xã Hiền Giang,1,279
10207,Xã Hồng Vân,1,279
10210,Xã Vân Tảo,1,279
10213,Xã Liên Phương,1,279
10216,Xã Văn Phú,1,279
10219,Xã Tự Nhiên,1,279
10222,Xã Tiền Phong,1,279
10225,Xã Hà Hồi,1,279
10228,Xã Thư Phú,1,279
10231,Xã Nguyễn Trãi,1,279
10234,Xã Quất Động,1,279
10237,Xã Chương Dương,1,279
10240,Xã Tân Minh,1,279
10243,Xã Lê Lợi,1,279
10246,Xã Thắng Lợi,1,279
10249,Xã Dũng Tiến,1,279
10252,Xã Thống Nhất,1,279
10255,Xã Nghiêm Xuyên,1,279
10258,Xã Tô Hiệu,1,279
10261,Xã Văn Tự,1,279
10264,Xã Vạn Điểm,1,279
10267,Xã Minh Cường,1,279
10270,Thị trấn Phú Minh,1,280
10273,Thị trấn Phú Xuyên,1,280
10276,Xã Hồng Minh,1,280
10279,Xã Phượng Dực,1,280
10282,Xã Nam Tiến,1,280
10288,Xã Tri Trung,1,280
10291,Xã Đại Thắng,1,280
10294,Xã Phú Túc,1,280
10297,Xã Văn Hoàng,1,280
10300,Xã Hồng Thái,1,280
10303,Xã Hoàng Long,1,280
10306,Xã Quang Trung,1,280
10309,Xã Nam Phong,1,280
10312,Xã Nam Triều,1,280
10315,Xã Tân Dân,1,280
10318,Xã Sơn Hà,1,280
10321,Xã Chuyên Mỹ,1,280
10324,Xã Khai Thái,1,280
10327,Xã Phúc Tiến,1,280
10330,Xã Vân Từ,1,280
10333,Xã Tri Thủy,1,280
10336,Xã Đại Xuyên,1,280
10339,Xã Phú Yên,1,280
10342,Xã Bạch Hạ,1,280
10345,Xã Quang Lãng,1,280
10348,Xã Châu Can,1,280
10351,Xã Minh Tân,1,280
10354,Thị trấn Vân Đình,1,281
10357,Xã Viên An,1,281
10360,Xã Viên Nội,1,281
10363,Xã Hoa Sơn,1,281
10366,Xã Quảng Phú Cầu,1,281
10369,Xã Trường Thịnh,1,281
10372,Xã Cao Thành,1,281
10375,Xã Liên Bạt,1,281
10378,Xã Sơn Công,1,281
10381,Xã Đồng Tiến,1,281
10384,Xã Phương Tú,1,281
10387,Xã Trung Tú,1,281
10390,Xã Đồng Tân,1,281
10393,Xã Tảo Dương Văn,1,281
10396,Xã Vạn Thái,1,281
10399,Xã Minh Đức,1,281
10402,Xã Hòa Lâm,1,281
10405,Xã Hòa Xá,1,281
10408,Xã Trầm Lộng,1,281
10411,Xã Kim Đường,1,281
10414,Xã Hòa Nam,1,281
10417,Xã Hòa Phú,1,281
10420,Xã Đội Bình,1,281
10423,Xã Đại Hùng,1,281
10426,Xã Đông Lỗ,1,281
10429,Xã Phù Lưu,1,281
10432,Xã Đại Cường,1,281
10435,Xã Lưu Hoàng,1,281
10438,Xã Hồng Quang,1,281
10441,Thị trấn Đại Nghĩa,1,282
10444,Xã Đồng Tâm,1,282
10447,Xã Thượng Lâm,1,282
10450,Xã Tuy Lai,1,282
10453,Xã Phúc Lâm,1,282
10456,Xã Mỹ Thành,1,282
10459,Xã Bột Xuyên,1,282
10462,Xã An Mỹ,1,282
10465,Xã Hồng Sơn,1,282
10468,Xã Lê Thanh,1,282
10471,Xã Xuy Xá,1,282
10474,Xã Phùng Xá,1,282
10477,Xã Phù Lưu Tế,1,282
10480,Xã Đại Hưng,1,282
10483,Xã Vạn Kim,1,282
10486,Xã Đốc Tín,1,282
10489,Xã Hương Sơn,1,282
10492,Xã Hùng Tiến,1,282
10495,Xã An Tiến,1,282
10498,Xã Hợp Tiến,1,282
10501,Xã Hợp Thanh,1,282
10504,Xã An Phú,1,282
688,Phường Quang Trung,2,24
691,Phường Trần Phú,2,24
692,Phường Ngọc Hà,2,24
694,Phường Nguyễn Trãi,2,24
697,Phường Minh Khai,2,24
700,Xã Ngọc Đường,2,24
946,Xã Phương Độ,2,24
949,Xã Phương Thiện,2,24
712,Thị trấn Phó Bảng,2,26
715,Xã Lũng Cú,2,26
718,Xã Má Lé,2,26
721,Thị trấn Đồng Văn,2,26
724,Xã Lũng Táo,2,26
727,Xã Phố Là,2,26
730,Xã Thài Phìn Tủng,2,26
733,Xã Sủng Là,2,26
736,Xã Xà Phìn,2,26
739,Xã Tả Phìn,2,26
742,Xã Tả Lủng,2,26
745,Xã Phố Cáo,2,26
748,Xã Sính Lủng,2,26
751,Xã Sảng Tủng,2,26
754,Xã Lũng Thầu,2,26
757,Xã Hố Quáng Phìn,2,26
760,Xã Vần Chải,2,26
763,Xã Lũng Phìn,2,26
766,Xã Sủng Trái,2,26
769,Thị trấn Mèo Vạc,2,27
772,Xã Thượng Phùng,2,27
775,Xã Pải Lủng,2,27
778,Xã Xín Cái,2,27
781,Xã Pả Vi,2,27
784,Xã Giàng Chu Phìn,2,27
787,Xã Sủng Trà,2,27
790,Xã Sủng Máng,2,27
793,Xã Sơn Vĩ,2,27
796,Xã Tả Lủng,2,27
799,Xã Cán Chu Phìn,2,27
802,Xã Lũng Pù,2,27
805,Xã Lũng Chinh,2,27
808,Xã Tát Ngà,2,27
811,Xã Nậm Ban,2,27
814,Xã Khâu Vai,2,27
815,Xã Niêm Tòng,2,27
817,Xã Niêm Sơn,2,27
820,Thị trấn Yên Minh,2,28
823,Xã Thắng Mố,2,28
826,Xã Phú Lũng,2,28
829,Xã Sủng Tráng,2,28
832,Xã Bạch Đích,2,28
835,Xã Na Khê,2,28
838,Xã Sủng Thài,2,28
841,Xã Hữu Vinh,2,28
844,Xã Lao Và Chải,2,28
847,Xã Mậu Duệ,2,28
850,Xã Đông Minh,2,28
853,Xã Mậu Long,2,28
856,Xã Ngam La,2,28
859,Xã Ngọc Long,2,28
862,Xã Đường Thượng,2,28
865,Xã Lũng Hồ,2,28
868,Xã Du Tiến,2,28
871,Xã Du Già,2,28
874,Thị trấn Tam Sơn,2,29
877,Xã Bát Đại Sơn,2,29
880,Xã Nghĩa Thuận,2,29
883,Xã Cán Tỷ,2,29
886,Xã Cao Mã Pờ,2,29
889,Xã Thanh Vân,2,29
892,Xã Tùng Vài,2,29
895,Xã Đông Hà,2,29
898,Xã Quản Bạ,2,29
901,Xã Lùng Tám,2,29
904,Xã Quyết Tiến,2,29
907,Xã Tả Ván,2,29
910,Xã Thái An,2,29
703,Xã Kim Thạch,2,30
706,Xã Phú Linh,2,30
709,Xã Kim Linh,2,30
913,Thị trấn Vị Xuyên,2,30
916,Thị trấn Nông Trường Việt Lâm,2,30
919,Xã Minh Tân,2,30
922,Xã Thuận Hoà,2,30
925,Xã Tùng Bá,2,30
928,Xã Thanh Thủy,2,30
931,Xã Thanh Đức,2,30
934,Xã Phong Quang,2,30
937,Xã Xín Chải,2,30
940,Xã Phương Tiến,2,30
943,Xã Lao Chải,2,30
952,Xã Cao Bồ,2,30
955,Xã Đạo Đức,2,30
958,Xã Thượng Sơn,2,30
961,Xã Linh Hồ,2,30
964,Xã Quảng Ngần,2,30
967,Xã Việt Lâm,2,30
970,Xã Ngọc Linh,2,30
973,Xã Ngọc Minh,2,30
976,Xã Bạch Ngọc,2,30
979,Xã Trung Thành,2,30
982,Xã Minh Sơn,2,31
985,Xã Giáp Trung,2,31
988,Xã Yên Định,2,31
991,Thị trấn Yên Phú,2,31
994,Xã Minh Ngọc,2,31
997,Xã Yên Phong,2,31
1000,Xã Lạc Nông,2,31
1003,Xã Phú Nam,2,31
1006,Xã Yên Cường,2,31
1009,Xã Thượng Tân,2,31
1012,Xã Đường Âm,2,31
1015,Xã Đường Hồng,2,31
1018,Xã Phiêng Luông,2,31
1021,Thị trấn Vinh Quang,2,32
1024,Xã Bản Máy,2,32
1027,Xã Thàng Tín,2,32
1030,Xã Thèn Chu Phìn,2,32
1033,Xã Pố Lồ,2,32
1036,Xã Bản Phùng,2,32
1039,Xã Túng Sán,2,32
1042,Xã Chiến Phố,2,32
1045,Xã Đản Ván,2,32
1048,Xã Tụ Nhân,2,32
1051,Xã Tân Tiến,2,32
1054,Xã Nàng Đôn,2,32
1057,Xã Pờ Ly Ngài,2,32
1060,Xã Sán Xả Hồ,2,32
1063,Xã Bản Luốc,2,32
1066,Xã Ngàm Đăng Vài,2,32
1069,Xã Bản Nhùng,2,32
1072,Xã Tả Sử Choóng,2,32
1075,Xã Nậm Dịch,2,32
1081,Xã Hồ Thầu,2,32
1084,Xã Nam Sơn,2,32
1087,Xã Nậm Tỵ,2,32
1090,Xã Thông Nguyên,2,32
1093,Xã Nậm Khòa,2,32
1096,Thị trấn Cốc Pài,2,33
1099,Xã Nàn Xỉn,2,33
1102,Xã Bản Díu,2,33
1105,Xã Chí Cà,2,33
1108,Xã Xín Mần,2,33
1114,Xã Thèn Phàng,2,33
1117,Xã Trung Thịnh,2,33
1120,Xã Pà Vầy Sủ,2,33
1123,Xã Cốc Rế,2,33
1126,Xã Thu Tà,2,33
1129,Xã Nàn Ma,2,33
1132,Xã Tả Nhìu,2,33
1135,Xã Bản Ngò,2,33
1138,Xã Chế Là,2,33
1141,Xã Nấm Dẩn,2,33
1144,Xã Quảng Nguyên,2,33
1147,Xã Nà Chì,2,33
1150,Xã Khuôn Lùng,2,33
1153,Thị trấn Việt Quang,2,34
1156,Thị trấn Vĩnh Tuy,2,34
1159,Xã Tân Lập,2,34
1162,Xã Tân Thành,2,34
1165,Xã Đồng Tiến,2,34
1168,Xã Đồng Tâm,2,34
1171,Xã Tân Quang,2,34
1174,Xã Thượng Bình,2,34
1177,Xã Hữu Sản,2,34
1180,Xã Kim Ngọc,2,34
1183,Xã Việt Vinh,2,34
1186,Xã Bằng Hành,2,34
1189,Xã Quang Minh,2,34
1192,Xã Liên Hiệp,2,34
1195,Xã Vô Điếm,2,34
1198,Xã Việt Hồng,2,34
1201,Xã Hùng An,2,34
1204,Xã Đức Xuân,2,34
1207,Xã Tiên Kiều,2,34
1210,Xã Vĩnh Hảo,2,34
1213,Xã Vĩnh Phúc,2,34
1216,Xã Đồng Yên,2,34
1219,Xã Đông Thành,2,34
1222,Xã Xuân Minh,2,35
1225,Xã Tiên Nguyên,2,35
1228,Xã Tân Nam,2,35
1231,Xã Bản Rịa,2,35
1234,Xã Yên Thành,2,35
1237,Thị trấn Yên Bình,2,35
1240,Xã Tân Trịnh,2,35
1243,Xã Tân Bắc,2,35
1246,Xã Bằng Lang,2,35
1249,Xã Yên Hà,2,35
1252,Xã Hương Sơn,2,35
1255,Xã Xuân Giang,2,35
1258,Xã Nà Khương,2,35
1261,Xã Tiên Yên,2,35
1264,Xã Vĩ Thượng,2,35
1267,Phường Sông Hiến,4,40
1270,Phường Sông Bằng,4,40
1273,Phường Hợp Giang,4,40
1276,Phường Tân Giang,4,40
1279,Phường Ngọc Xuân,4,40
1282,Phường Đề Thám,4,40
1285,Phường Hoà Chung,4,40
1288,Phường Duyệt Trung,4,40
